CODE,Numero,Nom,Prénom,Date de naissance,Classe,Note
AMD013,E7812Z3,DIOP,ALY,12/04/1998,5emA,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMD013,Z781263,FAYE,FATOU,12-04-1997,6emB,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMD013,Z7812Z3,DIOUF,MALICK,05:42:18,4emB,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMD013,Z7812Z5,DIOUM,ALIOUNE,"12,12,2011",3emB,"PC[11:9]# Math[12;14,5;11:13] #Francais[4;11:13] #Anglais[13,8:15] #SVT[12;9;16;11:12] #HG[11:13]"
AMD013,Z7812Z9,NDIAYE,MOUSSA,12 03 1999,3emA,"Math[10;11:15] #Francais[7;9;8:13] #Anglais[10,5;9:15] #PC[10:11] #SVT[12;11;16;8:12] #HG[10:10]"
AMD013,Z7852Z3,FALL,MOUSTAPHA,09/09/2012,6emB,"Math[10;11:15] #Francais[7;9;8:13] #Anglais[10,5;9:15] #PC[10:11] #SVT[12;11;16;8:12] #HG[10:10]"
AMD013,Z7812Z7,MBAYE,IDRISSA,15 05 2011,4emA,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMD013,Z7312Z3,TINE,SEYDOU,03/09/2000,5emA,"Math[10;11:15] #Francais[7;12;8:13] #Anglais[13,5;9:15] #PC[11:9]  #SVT[12;9;16;11:12]  #HG[10:13]"
AMD013,Z7832Z3,SANE,MOUSSA,29/12/2001,5emA,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMD013,Z8812Z3,TOURE,OUMAR,29/11/2001,5emB,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMG015,SONA001,FAYE,FATOU,12-04-1993,6eme A,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMG015,SONA002,GAYE,THIERNO,14-02-1992,6eme B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMG015,SONA003,DIOP,YOUSSOU,12-06-1994,5eme A,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMG015,SONA004,WAGNE,PETIT,12-07-1995,5eme B,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMG015,SONA005,CISSE,GALAYE,04-03-1995,4eme A,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMG015,SONA006,GOMIS,PATA,01-06-1997,4eme B,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMG015,SONA007,SANE ,BALLA,09-09-1999,3eme  A,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMG015,SONA008,SAGNA,SADIO,06-06-1099,3 eme B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMG015,SONA009,NIANG,MAREME,12-12-1996,6eme A,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMG015,SONA010,FALL,KHADY,07-06-199Ç,6eme B,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMK016,A7723ML,Kane,Moussa,29/12/2001,6emA,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMK016,Z7812Z3,Konimba,Mousona,12 12 2009,3emB,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMK016,M770231,Ilimani,Mustapha,12-04-1997,3emB,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMK016,K771427,Sy,Malick,05:42:18,6emB,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMK016,JH23GH3,Loum,Mamadou,"12,12,2011",3emA,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMK016,SX34AZ2,Gaye,Souleyni,12 03 1999,6emB,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMK016,E9D45JJ,Hann,Cheikh,09/09/2012,3emA,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AMK016,HIE938J,Kane,Aliou,15 05 2011,6emB,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AMK016,23JHNB2,Ngimbona,Charles,03/09/2000,3emB,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AMK016,HJ293D4,Ikouna,Mbalanga,01 01 2001,3emA,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AOD010,DKZGS12,diop,Ousmane,1 02 2004,        5emB,"#Math[14;10:12] #PC[9:12]  #Francais[14;14:15]  #SVT[16;11:17] #HG[16:14]  #Anglais[13,10:11]"
AOD010,DLEDQDO,ndiaye,abdou,21/03/2005,       4 emA,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AOD010,XSDEF12,gueye,fatou,3-4-2005,        4emB,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AOD010,DEGLAC4,fall,saly,06-12-2007,      6 em B,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
AOD010,DZFXML5,Lo,amy,08-03-2003,      3 em A,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
AOD010,DZLSWQ7,sambe,salif,18.3.2004,       3emA,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
AOD010,LFNJESM,sambou,jean,19.05.2006,       5em B,"#SVT[13:15] #PC[19:20]  #Anglais[5;9:9]  #Math[18;16:17] #HG[10:11]  #Francais[13,12:10]"
AOD010,JHDHRE8,sene,jeannette,20.12.2007,       6em B,"PC[17;20;18:15]#Math[15;16,15;13:17]#Francais[11:13]#Anglais[14:13]#SVT[13;11;15;11:12]#HG[15:13]"
AOD010,JGRHFNE,sy,pathe,31 1 2006,       5 emA,"#SVT[12:11] #PC[12:11]  #Anglais[15;14:12]  #Math[13:13] #HG[12:14]  #Francais[14,11:14]"
AOD010,LSXNEB0,gueye,modou,3 janv. 2002,       3em B,"#SVT[13:15] #PC[19:20] #Anglais[5;9:9] #Math[18;16:17] #HG[10:11] #Francais[13,12:10]"
ASK017,OKYLDC8,KANE,Ousmane,07/12/2007,4em A,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
ASK017,DKBLMT7,KONATE,Djiby,09/06/2010,6em B,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
ASK017,CMGBDK9,MENDY,Christelle,11/10/2006,3em B,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
ASK017,YOSADK1,OUEDRAOGO,Yankoba,15/02/2009,5em A,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
ASK017,SFSADK2,FALL,Salimata,02/08/2010,6em A,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
ASK017,MDMTDK9,DIOP,Mamy,25/09/2005,3em A,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
ASK017,MTBFCA2,TAPSOBA,Mounkoudy,08/12/2008,4em B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
ASK017,DDPADK7,DIA,Dieynaba,01/05/2008,4em B,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
ASK017,ADBMML5,DIOGOSOUMA,Aliou,03/10/2009,5em B,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
ASK017,ABHLMY1,BAOBEY,Angelline,18/03/2006,3em A,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
BAD008,AF32IBC,FALL,OUSSEYOU,03/07/2000,3em B,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
BAD008,M60GRTL,TINE,SOKHNA,25/02/2005,4em A,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
BAD008,QNXKW09,SINE,MARIEME,29/8/2008,5em B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
BAD008,G2NXW1L,DIOUF,MOUSTAPHA,05/07/2001,4 em B,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
BAD008,UPNCG78,KA,ALIOU,10/05/2009,3em B,"Math[9;10,5;10;13:12] #PC[12:19]  #Francais[10;11:13]  #SVT[15;9;16;11:12] #HG[13:13]  #Anglais[11,12:15]"
BAD008,WYI96BT,BA,MOUSSA,05/11/2010,6em A,"Math[10;12:15] #Francais[17;9;8:14] #Anglais[10,7,9:15] #PC[10:11]  #SVT[12;11;16;8:12]  #HG[10:10]"
BAD008,WYI96BT,DIALLO,SEYNABOU,16/02/2003,5em B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
BAD008,FRTX54U,NDIAYE,FATOU,22/07/2005,4em A,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
BAD008,LJQC67L,WADE,ASTOU,12/12/2007,3em B,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
BAD008,KFPB32H,SY,ADJA,02/08/2002,6em A,"Math[10;11:15] #Francais[7;9;8:13] #Anglais[10,5;9:15] #PC[10:11] #SVT[12;11;16;8:12] #HG[10:10]"
BAF013,GH43RTU,Ndao,Aram,16-févr.-00,3em A,"Math[10;11:15] #Francais[7;12;8:13] #Anglais[13,5;9:15] #PC[11:9]  #SVT[12;9;16;11:12]  #HG[10:13]"
BAF013,PLM56DS,Gomis,Pipo,16-3-1998,4em B,"Math[8;7:10] #Francais[15;12;9:14] #Anglais[13,15;19:15] #PC[11:9]  #SVT[2;9;16;11:12]  #HG[10:18]"
BAF013,GF34KHS,Diouf,Ousseynou,3-12-1992,5em A,"Math[18;17:10] #Francais[5;13;9:14] #Anglais[12,5;10:14] #PC[17:9]  #SVT[12;19;15;11:12]  #HG[16:18]"
BAF013,JHGF7F5,Diop,Elimane,12-1-2003,6em A,"Math[9;17:10] #Francais[12;13;8:18] #Anglais[3,5;10:15] #PC[17:19]  #SVT[12;19;16;13:12]  #HG[14:18]"
BAF013,RED76BH,Cissé,Babacar,3-6-2005,3em B,"Math[8;7:10] #Francais[15;12;9:14] #Anglais[13,15;19:15] #PC[11:9]  #SVT[2;9;16;11:12]  #HG[10:18]"
BAF013,GF69LBC,Ba,Abdoulaye,9-2-1992,3em A,"Math[18;17:15] #Francais[10;1;9:12] #Anglais[10,11;18:15] #PC[11:9]  #SVT[12;9;13;11:12]  #HG[12:19]"
BAF013,ML09RDS,Diallo,Alioune,8-7-1993,4em B,"Math[9;7:11] #Francais[11;13;19:4] #Anglais[12,11;10:15] #PC[10:12]  #SVT[13;7;15;16:2]  #HG[11:16]"
BAF013,NBV76RD,Gueye,Abdalah,1-1-1992,4em A,"Math[12;17:0] #Francais[12;17;12:15] #Anglais[13,15;19:15] #PC[11:19]  #SVT[12;8;12;11:12]  #HG[10:18]"
BAF013,NB675DH,Dia,Hawa,7-7-1997,5em B,"Math[15;12:10] #Francais[13;16;19:19] #Anglais[12,13;18:15] #PC[12:19]  #SVT[2;9;17;11:2]  #HG[1:15]"
BAF013,MLHF65D,Guissé,Penda,4-4-1994,3em A,"Math[8;7:10] #Francais[15;12;9:14] #Anglais[13,15;19:15] #PC[11:9]  #SVT[2;9;16;11:12]  #HG[10:18]"
BMP019,IHFK34G,DIOUM,Harry,14-janv.-95,5e A,"SVT[12;19;01:04] #HG[15:11]  #Math[12;14,5;11:13]  #Francais[18;11:10] #Anglais[17,5:15]  #PC[3;15:9]"
BMP019,3FR5IJ9,DIALLO,Hermione,12/08/2006,4em B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
BMP019,PM12NG7,DIOP,Marième,19-8-1997,3eme A,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
BMP019,89HY6F5,DIALLO,Ronald,09.05.2000,6 eme A,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
BMP019,5D7BKJ2,FALL,Magui,30-08-2008,3em B,"Math[10;11:15] #Francais[7;12;8:13] #Anglais[13,5;9:15] #PC[11:9]  #SVT[12;9;16;11:12]  #HG[10:13]"
BMP019,PK0I89K,CAMARA,Rachid,15.02.2001,6emA,"PC[11:9]#   Math[12;14,5;11:13]   #Francais[14;11:13]  #Anglais[13,8:5]  #SVT[12;9;16;11:12]  #HG[11:13]"
BMP019,NO895G,DIOUF,Ibou,7/11/1994,5 em B,"Math[9;10,5;11:16] #PC[12;13:19]  #Francais[10;11:13]  #SVT[15;9;16;11:12] #HG[13:13]  #Anglais[13,12:15]"
BMP019,9F6J9TT,POUYE,Ousseynou,2.12.1985,4em A,"Math[10;14,5;11;15:17] #PC[11;16:16]  #Francais[16;11:13]  #SVT[12;3;17;18:12] #HG[14;12:11]  #Anglais[13,5:15]"
BMP019,6G6F9F1,DEME,Mahi,27.10.1993,3 eme B,"PC[11;11:9] #Math[14,15;11:13] #Francais[14;12:13]  #Anglais[12,8:15]  #SVT[10;9;16;13:12]  #HG[10:16]"
BMP019,BH54JJ6,DUBOIS,Bachir,15-9-1994,5 em A,"Math[10;15:15] #Francais[17;9;8:13] #Anglais[10,5;9:15] #PC[10;13:11]  #SVT[12;11;16;8:12]  #HG[10:10]"
BNT021,NT129YK,T8UR5,Kine,12.32.1990,4 em A,"SVT[12;19;01:04] #HG[15:11]  #Math[12;14,5;11:13]  #Francais[18;11:10] #Anglais[17,5:15]  #PC[3;15:9]"
BNT021,PK0I89K,DUBOIS,Ousseynou,15-9-1994,5 eme B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
BNT021,NO895G,T8UR5,Mahi,12.32.1990,6 eme C,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
BNT021,BT3456YH,Dingka,Kaba,12/05/1997,4 eme A,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
BNT021,PK0I89K,DUBOIS,Ousseynou,2.12.1985,5 eme D,"Math[10;11:15] #Francais[7;12;8:13] #Anglais[13,5;9:15] #PC[11:9]  #SVT[12;9;16;11:12]  #HG[10:13]"
BNT021,NO895G,T8UR5,Mahi,27.10.1993,4 eme A,"SVT[12;19;01:04] #HG[15:11]  #Math[12;14,5;11:13]  #Francais[18;11:10] #Anglais[17,5:15]  #PC[3;15:9]"
BNT021,PK0I89K,DUBOIS,Ousseynou,15-9-1994,6 eme B,"SVT[15;11;11:12] #HG[6;14:16]  #Math[10;12,19;11:16]  #Francais[18;11:15] #Anglais[8,15:15]  #PC[7;11;09:9]"
BNT021,NO895G,T8UR5,Mahi,12.32.1990,6 eme C,"PC[15;11:9]# Math[12;14,5;11:13]   #Francais[4;11:13]  #Anglais[13,8:15]  #SVT[12;9;16;11:12]  #HG[11:13]"
BNT021,PK0I89K,DUBOIS,Ousseynou,2.12.1985,3 eme A,"Math[10;14,5:16] #PC[11:9]  #Francais[4;11:13]  #SVT[12;9;16;11:12] #HG[10:13]  #Anglais[13,5:15]"
BNT021,NO895G,T8UR5,Mahi,27.10.1993,5 eme B,"Math[10;11:15] #Francais[7;12;8:13] #Anglais[13,5;9:15] #PC[11:9]  #SVT[12;9;16;11:12]  #HG[10:13]"
